"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"2","1.023044","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"3","1.630708","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"4","1.636582","151.101.42.49","192.168.11.20","TLSv1.2","280","Application Data"
"5","1.636638","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=114 Ack=215 Win=4089 Len=0 TSval=596184523 TSecr=3673323534"
"6","1.667357","192.168.11.20","172.217.6.35","TCP","54","63831  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"7","1.671982","172.217.6.35","192.168.11.20","TCP","66","[TCP ACKed unseen segment] 443  >  63831 [ACK] Seq=1 Ack=2 Win=179 Len=0 TSval=972421693 TSecr=595958859"
"8","2.662962","192.168.11.63","255.255.255.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"9","2.665355","192.168.11.63","192.168.11.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"10","4.916745","192.168.11.5","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"11","6.097026","192.168.11.20","224.0.0.251","MDNS","99","Standard query 0x0000 PTR 94330805._sub._apple-mobdev2._tcp.local, ""QM"" question"
"12","6.097988","fe80::1877:eec8:567d:eb60","ff02::fb","MDNS","119","Standard query 0x0000 PTR 94330805._sub._apple-mobdev2._tcp.local, ""QM"" question"
"13","6.194395","162.125.18.133","192.168.11.20","TLSv1.2","323","Application Data"
"14","6.194469","192.168.11.20","162.125.18.133","TCP","66","63802  >  443 [ACK] Seq=1 Ack=258 Win=4087 Len=0 TSval=596189078 TSecr=2225845376"
"15","6.197538","192.168.11.20","162.125.18.133","TLSv1.2","1083","Application Data"
"16","6.273045","162.125.18.133","192.168.11.20","TCP","66","443  >  63802 [ACK] Seq=258 Ack=1018 Win=114 Len=0 TSval=2225845396 TSecr=596189081"
"17","7.576446","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"18","8.602293","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"19","9.013317","192.168.11.5","192.168.11.255","UDP","86","57621  >  57621 Len=44"
"20","9.624354","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"21","9.647163","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"22","9.660909","151.101.42.49","192.168.11.20","TCP","1514","443  >  63739 [ACK] Seq=215 Ack=227 Win=61 Len=1448 TSval=3673325540 TSecr=596192527 [TCP segment of a reassembled PDU]"
"23","9.661059","151.101.42.49","192.168.11.20","TLSv1.2","1406","Application Data"
"24","9.661113","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=227 Ack=3003 Win=4054 Len=0 TSval=596192540 TSecr=3673325540"
"25","9.661739","151.101.42.49","192.168.11.20","TCP","1514","443  >  63739 [ACK] Seq=3003 Ack=227 Win=61 Len=1448 TSval=3673325540 TSecr=596192527 [TCP segment of a reassembled PDU]"
"26","9.662891","151.101.42.49","192.168.11.20","TLSv1.2","1406","Application Data"
"27","9.662896","151.101.42.49","192.168.11.20","TLSv1.2","464","Application Data"
"28","9.662957","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=227 Ack=5791 Win=4054 Len=0 TSval=596192541 TSecr=3673325540"
"29","9.662957","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=227 Ack=6189 Win=4041 Len=0 TSval=596192541 TSecr=3673325540"
"30","9.669525","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"31","9.674410","151.101.42.49","192.168.11.20","TLSv1.2","265","Application Data"
"32","9.674481","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=340 Ack=6388 Win=4089 Len=0 TSval=596192551 TSecr=3673325544"
"33","9.862518","192.168.11.20","151.101.40.133","TCP","54","63826  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"34","9.890388","151.101.40.133","192.168.11.20","TCP","66","[TCP ACKed unseen segment] 443  >  63826 [ACK] Seq=1 Ack=2 Win=61 Len=0 TSval=2118626653 TSecr=595697519"
"35","9.890415","192.168.11.20","74.125.28.189","QUIC","65","Payload (Encrypted), PKN: 107, CID: 10299038160135888930"
"36","9.921697","74.125.28.189","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 132"
"37","11.489878","192.168.11.20","151.101.40.133","TCP","54","63827  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"38","11.647924","151.101.40.133","192.168.11.20","TCP","66","[TCP ACKed unseen segment] 443  >  63827 [ACK] Seq=1 Ack=2 Win=61 Len=0 TSval=3737685542 TSecr=595697524"
"39","12.679917","192.168.11.20","255.255.255.255","DB-LSP-DISC","238","Dropbox LAN sync Discovery Protocol"
"40","12.680202","192.168.11.20","192.168.11.255","DB-LSP-DISC","238","Dropbox LAN sync Discovery Protocol"
"41","14.744089","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"42","15.668040","172.217.6.35","192.168.11.20","TLSv1.2","129","[TCP ACKed unseen segment] , Application Data"
"43","15.668047","172.217.6.35","192.168.11.20","TCP","66","[TCP ACKed unseen segment] 443  >  63831 [FIN, ACK] Seq=64 Ack=2 Win=179 Len=0 TSval=972435662 TSecr=595958859"
"44","15.668194","192.168.11.20","172.217.6.35","TCP","66","[TCP Previous segment not captured] 63831  >  443 [ACK] Seq=2 Ack=64 Win=4094 Len=0 TSval=596198539 TSecr=972435662"
"45","15.668195","192.168.11.20","172.217.6.35","TCP","66","63831  >  443 [ACK] Seq=2 Ack=65 Win=4094 Len=0 TSval=596198539 TSecr=972435662"
"46","15.668347","172.217.6.35","192.168.11.20","TCP","66","[TCP ACKed unseen segment] [TCP Out-Of-Order] 443  >  63831 [FIN, ACK] Seq=64 Ack=2 Win=179 Len=0 TSval=972435674 TSecr=595958859"
"47","15.668370","192.168.11.20","172.217.6.35","TCP","66","63831  >  443 [FIN, ACK] Seq=2 Ack=65 Win=4096 Len=0 TSval=596198539 TSecr=972435662"
"48","15.668445","192.168.11.20","172.217.6.35","TCP","66","[TCP Out-Of-Order] 63831  >  443 [FIN, ACK] Seq=2 Ack=65 Win=4096 Len=0 TSval=596198539 TSecr=972435662"
"49","15.673262","172.217.6.35","192.168.11.20","TCP","66","443  >  63831 [ACK] Seq=65 Ack=3 Win=179 Len=0 TSval=972435695 TSecr=596198539"
"50","15.673270","172.217.6.35","192.168.11.20","TCP","66","[TCP Dup ACK 49#1] 443  >  63831 [ACK] Seq=65 Ack=3 Win=179 Len=0 TSval=972435695 TSecr=596198539"
"51","15.673391","192.168.11.20","172.217.6.35","TCP","54","63831  >  443 [RST] Seq=3 Win=0 Len=0"
"52","15.768159","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"53","16.792090","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"54","17.682018","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"55","17.688409","151.101.42.49","192.168.11.20","TLSv1.2","247","Application Data"
"56","17.688483","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=453 Ack=6569 Win=4090 Len=0 TSval=596200555 TSecr=3673327547"
"57","17.816328","fe80::14d3:3841:e751:b34e","ff02::2","ICMPv6","70","Router Solicitation from cc:20:e8:0e:29:32"
"58","17.817266","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"59","18.226942","192.168.11.64","224.0.0.251","MDNS","181","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"60","18.229095","fe80::14d3:3841:e751:b34e","ff02::fb","MDNS","201","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"61","18.402725","192.168.11.20","192.168.11.64","MDNS","395","Standard query response 0x0000 PTR Alex\\342\\200\\231s MacBook Pro._companion-link._tcp.local SRV, cache flush 0 0 63745 Alexs-MacBook-Pro.local TXT, cache flush TXT AAAA, cache flush fe80::1877:eec8:567d:eb60 A, cache flush 192.168.11.20"
"62","18.840073","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"63","19.044919","192.168.11.64","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.251"
"64","19.045780","192.168.11.64","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"65","19.252519","192.168.11.64","224.0.0.251","MDNS","216","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Alex\\342\\200\\231s MacBook Pro._companion-link._tcp.local OPT"
"66","19.255215","fe80::14d3:3841:e751:b34e","ff02::fb","MDNS","236","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Alex\\342\\200\\231s MacBook Pro._companion-link._tcp.local OPT"
"67","19.864044","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"68","20.888932","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"69","21.911834","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"70","22.015135","74.125.28.189","192.168.11.20","QUIC","81","Payload (Encrypted), PKN: 133"
"71","22.015142","74.125.28.189","192.168.11.20","QUIC","60","Payload (Encrypted), PKN: 134"
"72","22.024302","192.168.11.20","74.125.28.189","QUIC","83","Payload (Encrypted), PKN: 108, CID: 10299038160135888930"
"73","22.207682","192.168.11.20","74.125.28.189","QUIC","340","Payload (Encrypted), PKN: 109, CID: 10299038160135888930"
"74","22.247107","74.125.28.189","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 135"
"75","22.296521","74.125.28.189","192.168.11.20","QUIC","230","Payload (Encrypted), PKN: 136"
"76","22.296526","74.125.28.189","192.168.11.20","QUIC","79","Payload (Encrypted), PKN: 137"
"77","22.305447","192.168.11.20","74.125.28.189","QUIC","83","Payload (Encrypted), PKN: 110, CID: 10299038160135888930"
"78","22.938361","192.168.11.76","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"79","22.939573","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"80","23.961318","192.168.11.76","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"81","23.962106","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"82","24.985294","192.168.11.76","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"83","24.986259","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"84","25.696506","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"85","25.700937","151.101.42.49","192.168.11.20","TLSv1.2","584","Application Data"
"86","25.700998","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=566 Ack=7087 Win=4079 Len=0 TSval=596208563 TSecr=3673329550"
"87","26.009379","192.168.11.76","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"88","26.010382","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"89","27.031796","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"90","28.056226","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"91","28.876333","192.168.11.119","192.168.11.255","NBNS","110","Refresh NB MACBOOK-PRO<00>"
"92","29.083694","192.168.11.5","192.168.11.255","NBNS","92","Name query NB SHYAMS<20>"
"93","29.084564","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"94","30.103887","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"95","31.127580","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"96","32.153445","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"97","32.767473","192.168.11.63","255.255.255.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"98","32.769980","192.168.11.63","192.168.11.255","DB-LSP-DISC","236","Dropbox LAN sync Discovery Protocol"
"99","33.175783","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"100","33.708395","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"101","33.724926","151.101.42.49","192.168.11.20","TLSv1.2","268","Application Data"
"102","33.724994","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=679 Ack=7289 Win=4089 Len=0 TSval=596216582 TSecr=3673331556"
"103","34.199415","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"104","35.223562","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"105","36.103166","192.168.11.20","172.217.6.37","TCP","54","63832  >  443 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"106","36.108496","172.217.6.37","192.168.11.20","TCP","66","[TCP ACKed unseen segment] 443  >  63832 [ACK] Seq=1 Ack=2 Win=205 Len=0 TSval=812863926 TSecr=596083886"
"107","36.247375","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"108","37.207800","192.168.11.20","74.125.28.189","QUIC","65","Payload (Encrypted), PKN: 111, CID: 10299038160135888930"
"109","37.239846","74.125.28.189","192.168.11.20","QUIC","72","Payload (Encrypted), PKN: 138"
"110","37.271409","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"111","37.821727","192.168.11.20","151.101.40.133","TCP","66","[TCP Previous segment not captured] 63826  >  443 [FIN, ACK] Seq=2 Ack=1 Win=4096 Len=0 TSval=596220672 TSecr=2118626653"
"112","37.822618","192.168.11.20","151.101.40.133","TCP","66","[TCP Previous segment not captured] 63827  >  443 [FIN, ACK] Seq=2 Ack=1 Win=4096 Len=0 TSval=596220672 TSecr=3737685542"
"113","37.822618","192.168.11.20","192.168.11.1","DNS","74","Standard query 0x8a4f A www.google.com"
"114","37.825484","192.168.11.1","192.168.11.20","DNS","90","Standard query response 0x8a4f A www.google.com A 216.58.194.164"
"115","37.825786","192.168.11.20","216.58.194.164","TCP","78","63837  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=596220676 TSecr=0 SACK_PERM=1"
"116","37.826345","151.101.40.133","192.168.11.20","TLSv1.2","97","[TCP ACKed unseen segment] , Encrypted Alert"
"117","37.826394","192.168.11.20","151.101.40.133","TCP","54","63827  >  443 [RST] Seq=3 Win=0 Len=0"
"118","37.826647","151.101.40.133","192.168.11.20","TCP","66","443  >  63827 [FIN, ACK] Seq=32 Ack=3 Win=61 Len=0 TSval=3737692088 TSecr=596220672"
"119","37.826651","151.101.40.133","192.168.11.20","TLSv1.2","97","[TCP ACKed unseen segment] , Encrypted Alert"
"120","37.826652","151.101.40.133","192.168.11.20","TCP","66","443  >  63826 [FIN, ACK] Seq=32 Ack=3 Win=61 Len=0 TSval=2118633637 TSecr=596220672"
"121","37.826680","192.168.11.20","151.101.40.133","TCP","54","63827  >  443 [RST] Seq=3 Win=0 Len=0"
"122","37.826711","192.168.11.20","151.101.40.133","TCP","54","63826  >  443 [RST] Seq=3 Win=0 Len=0"
"123","37.826712","192.168.11.20","151.101.40.133","TCP","54","63826  >  443 [RST] Seq=3 Win=0 Len=0"
"124","37.829844","216.58.194.164","192.168.11.20","TCP","74","443  >  63837 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1380 SACK_PERM=1 TSval=270163257 TSecr=596220676 WS=256"
"125","37.829896","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=596220680 TSecr=270163257"
"126","37.830124","192.168.11.20","216.58.194.164","TLSv1.2","586","Client Hello"
"127","37.835175","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=1 Ack=521 Win=43520 Len=0 TSval=270163262 TSecr=596220680"
"128","37.835435","216.58.194.164","192.168.11.20","TLSv1.2","226","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"129","37.835486","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=521 Ack=161 Win=131168 Len=0 TSval=596220685 TSecr=270163262"
"130","37.835719","192.168.11.20","216.58.194.164","TLSv1.2","282","Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
"131","37.836579","192.168.11.20","216.58.194.164","TLSv1.2","159","Application Data"
"132","37.836845","192.168.11.20","216.58.194.164","TLSv1.2","1180","Application Data"
"133","37.840614","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=161 Ack=830 Win=44800 Len=0 TSval=270163268 TSecr=596220685"
"134","37.840786","216.58.194.164","192.168.11.20","TLSv1.2","135","Application Data"
"135","37.840789","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"136","37.840836","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1944 Ack=230 Win=131072 Len=0 TSval=596220689 TSecr=270163268"
"137","37.840836","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1944 Ack=268 Win=131040 Len=0 TSval=596220689 TSecr=270163268"
"138","37.840985","192.168.11.20","216.58.194.164","TLSv1.2","104","Application Data"
"139","37.844664","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=268 Ack=1982 Win=46848 Len=0 TSval=270163272 TSecr=596220686"
"140","37.894922","216.58.194.164","192.168.11.20","TLSv1.2","530","Application Data"
"141","37.894926","216.58.194.164","192.168.11.20","TLSv1.2","235","Application Data, Application Data"
"142","37.894977","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1982 Ack=732 Win=130592 Len=0 TSval=596220742 TSecr=270163320"
"143","37.894978","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1982 Ack=901 Win=130432 Len=0 TSval=596220742 TSecr=270163320"
"144","37.895054","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"145","37.895086","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=1982 Ack=947 Win=131008 Len=0 TSval=596220742 TSecr=270163320"
"146","37.895312","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"147","37.905778","192.168.11.20","192.168.11.1","DNS","74","Standard query 0x5c50 A www.google.com"
"148","37.907020","192.168.11.1","192.168.11.20","DNS","90","Standard query response 0x5c50 A www.google.com A 216.58.194.164"
"149","37.907337","192.168.11.20","216.58.194.164","TCP","78","63838  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=596220753 TSecr=0 SACK_PERM=1"
"150","37.911458","216.58.194.164","192.168.11.20","TCP","74","443  >  63838 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1380 SACK_PERM=1 TSval=2500975289 TSecr=596220753 WS=256"
"151","37.911530","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=596220758 TSecr=2500975289"
"152","37.911929","192.168.11.20","216.58.194.164","TLSv1.2","583","Client Hello"
"153","37.917187","216.58.194.164","192.168.11.20","TCP","66","443  >  63838 [ACK] Seq=1 Ack=518 Win=43520 Len=0 TSval=2500975295 TSecr=596220758"
"154","37.917393","216.58.194.164","192.168.11.20","TLSv1.2","222","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"155","37.917438","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=518 Ack=157 Win=131168 Len=0 TSval=596220763 TSecr=2500975295"
"156","37.917568","192.168.11.20","216.58.194.164","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"157","37.918471","192.168.11.20","216.58.194.164","TLSv1.2","159","Application Data"
"158","37.918694","192.168.11.20","216.58.194.164","TLSv1.2","437","Application Data"
"159","37.922419","216.58.194.164","192.168.11.20","TCP","66","443  >  63838 [ACK] Seq=157 Ack=662 Win=43520 Len=0 TSval=2500975300 TSecr=596220763"
"160","37.922660","216.58.194.164","192.168.11.20","TLSv1.2","135","Application Data"
"161","37.922699","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1033 Ack=226 Win=131072 Len=0 TSval=596220767 TSecr=2500975300"
"162","37.922823","192.168.11.20","216.58.194.164","TLSv1.2","104","Application Data"
"163","37.923105","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"164","37.923137","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1071 Ack=264 Win=131040 Len=0 TSval=596220767 TSecr=2500975300"
"165","37.927029","216.58.194.164","192.168.11.20","TCP","66","443  >  63838 [ACK] Seq=264 Ack=1071 Win=44800 Len=0 TSval=2500975305 TSecr=596220764"
"166","37.939634","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=947 Ack=2028 Win=46848 Len=0 TSval=270163326 TSecr=596220742"
"167","37.954989","216.58.194.164","192.168.11.20","TLSv1.2","327","Application Data"
"168","37.955043","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1071 Ack=525 Win=130784 Len=0 TSval=596220797 TSecr=2500975333"
"169","37.955138","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"170","37.955171","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1071 Ack=1943 Win=129632 Len=0 TSval=596220797 TSecr=2500975333"
"171","37.955386","216.58.194.164","192.168.11.20","TLSv1.2","401","Application Data, Application Data"
"172","37.955389","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"173","37.955420","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1071 Ack=2278 Win=129312 Len=0 TSval=596220797 TSecr=2500975333"
"174","37.955420","192.168.11.20","216.58.194.164","TCP","66","63838  >  443 [ACK] Seq=1071 Ack=2324 Win=129248 Len=0 TSval=596220797 TSecr=2500975333"
"175","37.955641","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"176","37.998665","216.58.194.164","192.168.11.20","TCP","66","443  >  63838 [ACK] Seq=2324 Ack=1117 Win=44800 Len=0 TSval=2500975337 TSecr=596220797"
"177","38.147938","192.168.11.20","216.58.194.164","TLSv1.2","426","Application Data"
"178","38.151814","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=947 Ack=2388 Win=49152 Len=0 TSval=270163579 TSecr=596220987"
"179","38.165049","192.168.11.20","216.58.194.164","TLSv1.2","205","Application Data"
"180","38.168939","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=947 Ack=2527 Win=51456 Len=0 TSval=270163596 TSecr=596221003"
"181","38.175689","216.58.194.164","192.168.11.20","TLSv1.2","161","Application Data"
"182","38.175748","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2527 Ack=1042 Win=130976 Len=0 TSval=596221013 TSecr=270163603"
"183","38.175827","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"184","38.175858","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2527 Ack=1080 Win=130912 Len=0 TSval=596221013 TSecr=270163603"
"185","38.176035","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"186","38.176077","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2527 Ack=1126 Win=130880 Len=0 TSval=596221013 TSecr=270163603"
"187","38.196017","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"188","38.227216","192.168.11.20","216.58.194.164","TLSv1.2","341","Application Data"
"189","38.239521","216.58.194.164","192.168.11.20","TLSv1.2","349","Application Data"
"190","38.239584","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2848 Ack=1409 Win=130784 Len=0 TSval=596221074 TSecr=270163667"
"191","38.240461","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"192","38.240495","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2848 Ack=2827 Win=129632 Len=0 TSval=596221074 TSecr=270163667"
"193","38.240724","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"194","38.240728","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"195","38.240766","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=2848 Ack=5663 Win=126816 Len=0 TSval=596221075 TSecr=270163667"
