"No.","Time","Source","Destination","Protocol","Length","Info"
"800","49.697885","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6781 Ack=263881 Win=130816 Len=0 TSval=596232461 TSecr=270175125"
"801","49.698071","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"802","49.698105","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=6781 Ack=263927 Win=131008 Len=0 TSval=596232461 TSecr=270175125"
"803","49.698241","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"804","49.741424","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263927 Ack=6827 Win=80384 Len=0 TSval=270175130 TSecr=596232461"
"805","50.173855","192.168.11.62","192.168.11.255","UDP","86","57621  >  57621 Len=44"
"806","50.261298","192.168.11.20","216.58.194.164","TLSv1.2","346","Application Data"
"807","50.268353","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=263927 Ack=7107 Win=82432 Len=0 TSval=270175694 TSecr=596233020"
"808","50.315082","192.168.11.20","151.101.42.49","TLSv1.2","179","Application Data"
"809","50.318520","151.101.42.49","192.168.11.20","TCP","66","443  >  63739 [ACK] Seq=7465 Ack=905 Win=61 Len=0 TSval=3673335705 TSecr=596233073"
"810","50.319157","151.101.42.49","192.168.11.20","TLSv1.2","281","Application Data"
"811","50.319204","192.168.11.20","151.101.42.49","TCP","66","63739  >  443 [ACK] Seq=905 Ack=7680 Win=4089 Len=0 TSval=596233076 TSecr=3673335705"
"812","50.396110","216.58.194.164","192.168.11.20","TLSv1.2","351","Application Data"
"813","50.396115","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"814","50.396231","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=264212 Win=130784 Len=0 TSval=596233153 TSecr=270175823"
"815","50.396231","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=265630 Win=129344 Len=0 TSval=596233153 TSecr=270175823"
"816","50.396521","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"817","50.396526","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"818","50.396561","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"819","50.396590","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=268466 Win=128224 Len=0 TSval=596233153 TSecr=270175823"
"820","50.396629","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=269884 Win=131072 Len=0 TSval=596233153 TSecr=270175824"
"821","50.396807","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"822","50.396812","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"823","50.396813","216.58.194.164","192.168.11.20","TLSv1.2","1009","Application Data, Application Data"
"824","50.396862","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=272720 Win=128224 Len=0 TSval=596233153 TSecr=270175824"
"825","50.396862","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=273663 Win=127264 Len=0 TSval=596233153 TSecr=270175824"
"826","50.396948","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=273663 Win=131072 Len=0 TSval=596233153 TSecr=270175824"
"827","50.414937","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"828","50.414983","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=275081 Win=129632 Len=0 TSval=596233171 TSecr=270175842"
"829","50.415278","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"830","50.415304","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=276499 Win=129632 Len=0 TSval=596233171 TSecr=270175842"
"831","50.415594","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"832","50.415647","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=277917 Win=131072 Len=0 TSval=596233171 TSecr=270175842"
"833","50.416981","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"834","50.416984","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"835","50.417012","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=280753 Win=128224 Len=0 TSval=596233173 TSecr=270175842"
"836","50.417067","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=280753 Win=131072 Len=0 TSval=596233173 TSecr=270175842"
"837","50.417172","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"838","50.417175","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"839","50.417207","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=282171 Win=129632 Len=0 TSval=596233173 TSecr=270175842"
"840","50.417268","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"841","50.417277","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=283589 Win=131072 Len=0 TSval=596233173 TSecr=270175842"
"842","50.417300","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=285007 Win=129632 Len=0 TSval=596233173 TSecr=270175842"
"843","50.417462","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"844","50.417465","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"845","50.417492","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=287843 Win=128224 Len=0 TSval=596233173 TSecr=270175842"
"846","50.417553","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=287843 Win=131072 Len=0 TSval=596233173 TSecr=270175842"
"847","50.417616","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"848","50.417619","216.58.194.164","192.168.11.20","TLSv1.2","1203","Application Data"
"849","50.417642","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=290398 Win=128512 Len=0 TSval=596233173 TSecr=270175842"
"850","50.418985","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"851","50.419019","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=291816 Win=129632 Len=0 TSval=596233175 TSecr=270175846"
"852","50.419275","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"853","50.419353","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=293234 Win=131072 Len=0 TSval=596233175 TSecr=270175846"
"854","50.419533","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"855","50.419536","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"856","50.419537","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"857","50.419570","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=294652 Win=129632 Len=0 TSval=596233175 TSecr=270175846"
"858","50.419570","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=297488 Win=126816 Len=0 TSval=596233175 TSecr=270175846"
"859","50.419637","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=297488 Win=131072 Len=0 TSval=596233175 TSecr=270175846"
"860","50.419698","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"861","50.419700","216.58.194.164","192.168.11.20","TLSv1.2","246","Application Data"
"862","50.419725","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=299086 Win=129472 Len=0 TSval=596233175 TSecr=270175846"
"863","50.584667","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"864","50.787970","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"865","50.788016","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=300504 Win=129632 Len=0 TSval=596233542 TSecr=270176138"
"866","50.788284","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"867","50.788313","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=301922 Win=129632 Len=0 TSval=596233542 TSecr=270176138"
"868","50.788988","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"869","50.788991","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"870","50.789021","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=303340 Win=129632 Len=0 TSval=596233543 TSecr=270176138"
"871","50.789063","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=304758 Win=131072 Len=0 TSval=596233543 TSecr=270176138"
"872","50.789110","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"873","50.789113","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"874","50.789134","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=306176 Win=129632 Len=0 TSval=596233543 TSecr=270176138"
"875","50.789158","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=307594 Win=131072 Len=0 TSval=596233543 TSecr=270176138"
"876","50.789313","216.58.194.164","192.168.11.20","TLSv1.2","1354","Application Data"
"877","50.789315","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"878","50.789338","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=308882 Win=129760 Len=0 TSval=596233543 TSecr=270176138"
"879","50.789338","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=310300 Win=128352 Len=0 TSval=596233543 TSecr=270176145"
"880","50.789546","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"881","50.789548","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"882","50.789571","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=313136 Win=128224 Len=0 TSval=596233543 TSecr=270176145"
"883","50.789590","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=313136 Win=131072 Len=0 TSval=596233543 TSecr=270176145"
"884","50.789724","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"885","50.789995","216.58.194.164","192.168.11.20","TLSv1.2","531","Application Data"
"886","50.790022","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=315019 Win=130592 Len=0 TSval=596233544 TSecr=270176145"
"887","50.793046","216.58.194.164","192.168.11.20","TLSv1.2","531","[TCP Spurious Retransmission] , Application Data"
"888","50.793051","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"889","50.793079","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"890","50.793103","192.168.11.20","216.58.194.164","TCP","78","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=315019 Win=131072 Len=0 TSval=596233547 TSecr=270176159 SLE=314554 SRE=315019"
"891","50.793104","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=316437 Win=129632 Len=0 TSval=596233547 TSecr=270176165"
"892","50.793157","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=317855 Win=131072 Len=0 TSval=596233547 TSecr=270176165"
"893","50.793278","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"894","50.793282","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"895","50.793309","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=319273 Win=129632 Len=0 TSval=596233547 TSecr=270176165"
"896","50.793326","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=320691 Win=131072 Len=0 TSval=596233547 TSecr=270176165"
"897","50.793474","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"898","50.793477","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"899","50.793502","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=323527 Win=128224 Len=0 TSval=596233547 TSecr=270176165"
"900","50.793520","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=323527 Win=131072 Len=0 TSval=596233547 TSecr=270176165"
"901","50.793668","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"902","50.793671","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"903","50.793696","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=326363 Win=128224 Len=0 TSval=596233547 TSecr=270176165"
"904","50.793719","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=326363 Win=131072 Len=0 TSval=596233547 TSecr=270176165"
"905","50.793859","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"906","50.793862","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"907","50.793882","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=329199 Win=128224 Len=0 TSval=596233547 TSecr=270176165"
"908","50.793931","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=329199 Win=131072 Len=0 TSval=596233547 TSecr=270176165"
"909","50.794094","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"910","50.794096","216.58.194.164","192.168.11.20","TLSv1.2","1088","Application Data"
"911","50.794097","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"912","50.794123","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=331639 Win=128608 Len=0 TSval=596233548 TSecr=270176165"
"913","50.794123","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=333057 Win=127200 Len=0 TSval=596233548 TSecr=270176169"
"914","50.794141","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=333057 Win=131072 Len=0 TSval=596233548 TSecr=270176169"
"915","50.794223","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"916","50.794319","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"917","50.794339","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=335893 Win=129632 Len=0 TSval=596233548 TSecr=270176169"
"918","50.794510","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"919","50.794512","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"920","50.794532","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=338729 Win=128224 Len=0 TSval=596233548 TSecr=270176169"
"921","50.794557","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=338729 Win=131072 Len=0 TSval=596233548 TSecr=270176169"
"922","50.794704","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"923","50.794706","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"924","50.794728","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=341565 Win=128224 Len=0 TSval=596233548 TSecr=270176169"
"925","50.794753","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=341565 Win=131072 Len=0 TSval=596233548 TSecr=270176169"
"926","50.794963","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"927","50.794987","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=342983 Win=129632 Len=0 TSval=596233548 TSecr=270176169"
"928","50.795225","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"929","50.795228","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"930","50.795251","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=345819 Win=128224 Len=0 TSval=596233549 TSecr=270176169"
"931","50.795277","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=345819 Win=131072 Len=0 TSval=596233549 TSecr=270176169"
"932","50.795384","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"933","50.795386","216.58.194.164","192.168.11.20","TLSv1.2","1209","Application Data"
"934","50.795408","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=348380 Win=128480 Len=0 TSval=596233549 TSecr=270176169"
"935","50.795615","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"936","50.795617","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"937","50.795618","216.58.194.164","192.168.11.20","TLSv1.2","876","Application Data"
"938","50.795619","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"939","50.795619","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"940","50.795670","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=349798 Win=129632 Len=0 TSval=596233549 TSecr=270176170"
"941","50.795670","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=352026 Win=127424 Len=0 TSval=596233549 TSecr=270176170"
"942","50.795670","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=352064 Win=127360 Len=0 TSval=596233549 TSecr=270176170"
"943","50.795679","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7107 Ack=352110 Win=127328 Len=0 TSval=596233549 TSecr=270176170"
"944","50.795682","192.168.11.20","216.58.194.164","TCP","66","[TCP Window Update] 63837  >  443 [ACK] Seq=7107 Ack=352110 Win=131072 Len=0 TSval=596233549 TSecr=270176170"
"945","50.795796","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"946","50.801079","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=352110 Ack=7153 Win=82432 Len=0 TSval=270176229 TSecr=596233549"
"947","51.031066","192.168.11.20","216.58.194.164","TLSv1.2","257","Application Data"
"948","51.037109","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=352110 Ack=7344 Win=84736 Len=0 TSval=270176464 TSecr=596233783"
"949","51.080484","216.58.194.164","192.168.11.20","TLSv1.2","307","Application Data"
"950","51.080537","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7344 Ack=352351 Win=130816 Len=0 TSval=596233831 TSecr=270176508"
"951","51.081143","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"952","51.081189","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7344 Ack=353769 Win=129632 Len=0 TSval=596233831 TSecr=270176508"
"953","51.082595","216.58.194.164","192.168.11.20","TLSv1.2","1484","Application Data"
"954","51.082598","216.58.194.164","192.168.11.20","TLSv1.2","906","Application Data"
"955","51.082599","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"956","51.082600","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"957","51.082644","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7344 Ack=356027 Win=128800 Len=0 TSval=596233832 TSecr=270176508"
"958","51.082645","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7344 Ack=356065 Win=128768 Len=0 TSval=596233832 TSecr=270176508"
"959","51.082645","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7344 Ack=356111 Win=128704 Len=0 TSval=596233832 TSecr=270176508"
"960","51.083161","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"961","51.086923","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=356111 Ack=7390 Win=84736 Len=0 TSval=270176515 TSecr=596233833"
"962","51.121466","192.168.11.20","172.217.6.46","QUIC","194","Payload (Encrypted), PKN: 20, CID: 7589620954702436015"
"963","51.121527","192.168.11.20","172.217.6.46","QUIC","169","Payload (Encrypted), PKN: 21, CID: 7589620954702436015"
"964","51.129741","172.217.6.46","192.168.11.20","QUIC","81","Payload (Encrypted), PKN: 17"
"965","51.421581","192.168.11.20","216.58.194.174","QUIC","429","Payload (Encrypted), PKN: 9, CID: 17873693971506258213"
"966","51.422513","192.168.11.20","216.58.194.174","QUIC","1392","Payload (Encrypted), PKN: 10, CID: 17873693971506258213"
"967","51.422514","192.168.11.20","216.58.194.174","QUIC","522","Payload (Encrypted), PKN: 11, CID: 17873693971506258213"
"968","51.428159","216.58.194.174","192.168.11.20","QUIC","78","Payload (Encrypted), PKN: 7"
"969","51.474364","216.58.194.174","192.168.11.20","QUIC","283","Payload (Encrypted), PKN: 8"
"970","51.474371","216.58.194.174","192.168.11.20","QUIC","618","Payload (Encrypted), PKN: 9"
"971","51.474805","192.168.11.20","216.58.194.174","QUIC","83","Payload (Encrypted), PKN: 12, CID: 17873693971506258213"
"972","51.474954","216.58.194.174","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 10"
"973","51.474959","216.58.194.174","192.168.11.20","QUIC","125","Payload (Encrypted), PKN: 11"
"974","51.475285","192.168.11.20","216.58.194.174","QUIC","80","Payload (Encrypted), PKN: 13, CID: 17873693971506258213"
"975","51.505863","172.217.6.46","192.168.11.20","QUIC","586","Payload (Encrypted), PKN: 18"
"976","51.505868","172.217.6.46","192.168.11.20","QUIC","70","Payload (Encrypted), PKN: 19"
"977","51.506250","192.168.11.20","172.217.6.46","QUIC","83","Payload (Encrypted), PKN: 22, CID: 7589620954702436015"
"978","51.529981","172.217.6.46","192.168.11.20","QUIC","256","Payload (Encrypted), PKN: 20"
"979","51.555519","192.168.11.20","172.217.6.46","QUIC","77","Payload (Encrypted), PKN: 23, CID: 7589620954702436015"
"980","51.608572","Buffalo_75:d5:82","Broadcast","ARP","42","Who has 192.168.11.129? Tell 192.168.11.1"
"981","52.324243","192.168.11.20","216.58.194.164","TLSv1.2","425","Application Data"
"982","52.329608","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=356111 Ack=7749 Win=87040 Len=0 TSval=270177757 TSecr=596235069"
"983","52.380065","216.58.194.164","192.168.11.20","TLSv1.2","282","Application Data"
"984","52.380072","216.58.194.164","192.168.11.20","TLSv1.2","359","Application Data, Application Data"
"985","52.380167","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7749 Ack=356327 Win=130848 Len=0 TSval=596235123 TSecr=270177807"
"986","52.380168","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7749 Ack=356620 Win=130560 Len=0 TSval=596235123 TSecr=270177807"
"987","52.380329","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"988","52.380385","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=7749 Ack=356666 Win=131008 Len=0 TSval=596235123 TSecr=270177808"
"989","52.380714","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
"990","52.384487","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=356666 Ack=7795 Win=87040 Len=0 TSval=270177812 TSecr=596235123"
"991","52.519146","192.168.11.20","216.58.194.164","TLSv1.2","744","Application Data"
"992","52.523054","216.58.194.164","192.168.11.20","TCP","66","443  >  63837 [ACK] Seq=356666 Ack=8473 Win=89344 Len=0 TSval=270177951 TSecr=596235260"
"993","52.567916","216.58.194.164","192.168.11.20","TLSv1.2","281","Application Data"
"994","52.567923","216.58.194.164","192.168.11.20","TLSv1.2","326","Application Data"
"995","52.568060","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8473 Ack=356881 Win=130848 Len=0 TSval=596235307 TSecr=270177995"
"996","52.568061","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8473 Ack=357141 Win=130592 Len=0 TSval=596235307 TSecr=270177995"
"997","52.568401","216.58.194.164","192.168.11.20","TLSv1.2","104","Application Data"
"998","52.568486","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8473 Ack=357179 Win=131008 Len=0 TSval=596235307 TSecr=270177996"
"999","52.568644","216.58.194.164","192.168.11.20","TLSv1.2","112","Application Data"
"1000","52.568713","192.168.11.20","216.58.194.164","TCP","66","63837  >  443 [ACK] Seq=8473 Ack=357225 Win=131008 Len=0 TSval=596235307 TSecr=270177996"
"1001","52.569088","192.168.11.20","216.58.194.164","TLSv1.2","112","Application Data"
